Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
3206,"['https://img03.platesmania.com/210901/m/17445210.jpg', 'https://img03.platesmania.com/210901/inf/17445210af594c.png']",01 A 333 GA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3207,"['https://img03.platesmania.com/210901/m/17445146.jpg', 'https://img03.platesmania.com/210901/inf/17445146eadee9.png']",60 T 333 MA,Chereau ,['Uzbekistan  Tashkent ']
3208,"['https://img03.platesmania.com/210901/m/17445124.jpg', 'https://img03.platesmania.com/210901/inf/1744512434dd25.png']",10 F 333 UA,Daewoo Nexia,"['1st gen, 1994-2008', 'Uzbekistan  Tashkent region ']"
3209,"['https://img03.platesmania.com/210901/m/17445110.jpg', 'https://img03.platesmania.com/210901/inf/17445110a0d29d.png']",01 O 333 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3210,"['https://img03.platesmania.com/210901/m/17445091.jpg', 'https://img03.platesmania.com/210901/inf/17445091955b91.png']",01 O 333 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3211,"['https://img03.platesmania.com/210901/m/17445012.jpg', 'https://img03.platesmania.com/210901/inf/17445012bc3d06.png']",01 F 333 FA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3212,"['https://img03.platesmania.com/210901/m/17444995.jpg', 'https://img03.platesmania.com/210901/inf/1744499566c4e8.png']",01 F 333 AB,Chevrolet Lacetti,['Uzbekistan  Tashkent region ']
3213,"['https://img03.platesmania.com/210901/m/17444978.jpg', 'https://img03.platesmania.com/210901/inf/17444978dae163.png']",01 W 333 KA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3214,"['https://img03.platesmania.com/210901/m/17444961.jpg', 'https://img03.platesmania.com/210901/inf/1744496111a3d4.png']",10 P 333 QA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3215,"['https://img03.platesmania.com/210901/m/17444944.jpg', 'https://img03.platesmania.com/210901/inf/17444944a6166d.png']",01 R 333 HA,Rolls-Royce ,['Uzbekistan  Tashkent ']
3216,"['https://img03.platesmania.com/210901/m/17444933.jpg', 'https://img03.platesmania.com/210901/inf/17444933c1d806.png']",01 W 333 GA,Chevrolet Malibu,"['5th gen, 2011–2016', 'Uzbekistan  Tashkent ']"
3217,"['https://img03.platesmania.com/210901/m/17444912.jpg', 'https://img03.platesmania.com/210901/inf/174449121c33dd.png']",01 Z 333 AB,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3218,"['https://img03.platesmania.com/210901/m/17444888.jpg', 'https://img03.platesmania.com/210901/inf/17444888e6febf.png']",01 V 333 JA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3219,"['https://img03.platesmania.com/210901/m/17444876.jpg', 'https://img03.platesmania.com/210901/inf/17444876bce5be.png']",01 G 333 AA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3220,"['https://img03.platesmania.com/210901/m/17444846.jpg', 'https://img03.platesmania.com/210901/inf/17444846a7e046.png']",01 Z 333 LB,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3221,"['https://img03.platesmania.com/210901/m/17444823.jpg', 'https://img03.platesmania.com/210901/inf/17444823753145.png']",01 E 333 EA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3222,"['https://img03.platesmania.com/210901/m/17444803.jpg', 'https://img03.platesmania.com/210901/inf/1744480361f5e6.png']",01 E 333 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3223,"['https://img03.platesmania.com/210901/m/17444784.jpg', 'https://img03.platesmania.com/210901/inf/17444784387931.png']",01 F 333 GB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3224,"['https://img03.platesmania.com/210901/m/17444767.jpg', 'https://img03.platesmania.com/210901/inf/174447672e223c.png']",01 P 333 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3225,"['https://img03.platesmania.com/210901/m/17444743.jpg', 'https://img03.platesmania.com/210901/inf/174447433dc09d.png']",10 C 333 PA,Chevrolet Lacetti,['Uzbekistan  Tashkent region ']
3226,"['https://img03.platesmania.com/210901/m/17444691.jpg', 'https://img03.platesmania.com/210901/inf/174446913f3e0a.png']",10 H 333 CA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3227,"['https://img03.platesmania.com/210901/m/17444667.jpg', 'https://img03.platesmania.com/210901/inf/17444667c64ddb.png']",01 S 333 JB,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Uzbekistan  Tashkent ']"
3228,"['https://img03.platesmania.com/210901/m/17444630.jpg', 'https://img03.platesmania.com/210901/inf/174446306be8a8.png']",01 Q 333 CB,Ravon R2,['Uzbekistan  Tashkent ']
3229,"['https://img03.platesmania.com/210901/m/17444613.jpg', 'https://img03.platesmania.com/210901/inf/17444613e8cbc8.png']",01 Z 333 GB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3230,"['https://img03.platesmania.com/210901/m/17444593.jpg', 'https://img03.platesmania.com/210901/inf/1744459301b4d1.png']",01 Z 333 JB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3231,"['https://img03.platesmania.com/210901/m/17444562.jpg', 'https://img03.platesmania.com/210901/inf/17444562bd0177.png']",01 D 333 HA,Chevrolet Equinox,"['3rd gen (D2XX), 2017–2021', 'Uzbekistan  Tashkent ']"
3232,"['https://img03.platesmania.com/210901/m/17443637.jpg', 'https://img03.platesmania.com/210901/inf/17443637e9734c.png']",01 A 515 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3233,"['https://img03.platesmania.com/210901/m/17443620.jpg', 'https://img03.platesmania.com/210901/inf/17443620070972.png']",01 A 720 AA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3234,"['https://img03.platesmania.com/210824/m/17387898.jpg', 'https://img03.platesmania.com/210824/inf/17387898c53b01.png']",01 B 222 BA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3235,"['https://img03.platesmania.com/210824/m/17387873.jpg', 'https://img03.platesmania.com/210824/inf/173878739ff2a0.png']",10 L 222 TA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3236,"['https://img03.platesmania.com/210824/m/17387861.jpg', 'https://img03.platesmania.com/210824/inf/173878612af04c.png']",75 Z 222 KA,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Uzbekistan  Tashkent ']"
3237,"['https://img03.platesmania.com/210824/m/17387828.jpg', 'https://img03.platesmania.com/210824/inf/17387828e030dc.png']",01 R 222 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3238,"['https://img03.platesmania.com/210824/m/17387814.jpg', 'https://img03.platesmania.com/210824/inf/17387814326697.png']",20 O 222 EA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3239,"['https://img03.platesmania.com/210824/m/17387795.jpg', 'https://img03.platesmania.com/210824/inf/1738779533ffff.png']",75 U 222 KA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Uzbekistan  Tashkent ']"
3240,"['https://img03.platesmania.com/210824/m/17387774.jpg', 'https://img03.platesmania.com/210824/inf/173877748fdb73.png']",90 U 222 NA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3241,"['https://img03.platesmania.com/210824/m/17387754.jpg', 'https://img03.platesmania.com/210824/inf/17387754734f9d.png']",10 X 222 PA,Chevrolet Equinox,"['3rd gen (D2XX), 2017–2021', 'Uzbekistan  Tashkent region ']"
3242,"['https://img03.platesmania.com/210824/m/17387733.jpg', 'https://img03.platesmania.com/210824/inf/173877336ce97e.png']",01 N 222 BB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3243,"['https://img03.platesmania.com/210824/m/17387706.jpg', 'https://img03.platesmania.com/210824/inf/17387706f9ba10.png']",10 E 222 CA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Uzbekistan  Tashkent region ']"
3244,"['https://img03.platesmania.com/210824/m/17387681.jpg', 'https://img03.platesmania.com/210824/inf/17387681e9a505.png']",10 Z 222 CA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Uzbekistan  Tashkent region ']"
3245,"['https://img03.platesmania.com/210824/m/17387665.jpg', 'https://img03.platesmania.com/210824/inf/1738766504c8fb.png']",40 G 222 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent region ']
3246,"['https://img03.platesmania.com/210824/m/17387650.jpg', 'https://img03.platesmania.com/210824/inf/17387650869752.png']",40 U 222 SA,Ravon Gentra,['Uzbekistan  Tashkent ']
3247,"['https://img03.platesmania.com/210824/m/17387637.jpg', 'https://img03.platesmania.com/210824/inf/173876372257ce.png']",70 E 222 AA,Hyundai Santa Fe,['Uzbekistan  Tashkent ']
3248,"['https://img03.platesmania.com/210824/m/17387614.jpg', 'https://img03.platesmania.com/210824/inf/17387614e85bc1.png']",01 A 222 SA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3249,"['https://img03.platesmania.com/210824/m/17387603.jpg', 'https://img03.platesmania.com/210824/inf/17387603d433d9.png']",10 A 222 QA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3250,"['https://img03.platesmania.com/210824/m/17387540.jpg', 'https://img03.platesmania.com/210824/inf/1738754053a36f.png']",10 G 222 RA,Mercedes-Benz S-Klasse,"['8th gen Sedan (V222/W222), 2013–2020', 'Uzbekistan  Tashkent region ']"
3251,"['https://img03.platesmania.com/210824/m/17387516.jpg', 'https://img03.platesmania.com/210824/inf/173875167c22c4.png']",01 A 222 DA,Mercedes-Benz S-Klasse,"['8th gen Sedan (V222/W222), 2013–2020', 'Uzbekistan  Tashkent ']"
3252,"['https://img03.platesmania.com/210824/m/17387497.jpg', 'https://img03.platesmania.com/210824/inf/173874973df6dd.png']",01 A 222 DA,Mercedes-Benz S-Klasse,"['8th gen Sedan (V222/W222), 2013–2020', 'Uzbekistan  Tashkent ']"
3253,"['https://img03.platesmania.com/210820/m/17362070.jpg', 'https://img03.platesmania.com/210820/inf/17362070fde341.png']",01 E 111 EA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent region ']"
3254,"['https://img03.platesmania.com/210820/m/17362064.jpg', 'https://img03.platesmania.com/210820/inf/173620646d1aa0.png']",01 E 111 EB,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3255,"['https://img03.platesmania.com/210820/m/17362048.jpg', 'https://img03.platesmania.com/210820/inf/173620480b9330.png']",01 O 111 KA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Uzbekistan  Tashkent ']"
3256,"['https://img03.platesmania.com/210820/m/17362036.jpg', 'https://img03.platesmania.com/210820/inf/17362036eca158.png']",01 Z 111 EA,Volkswagen Touareg,"['1st gen (7L), 2002–2010', 'Uzbekistan  Tashkent ']"
3257,"['https://img03.platesmania.com/210820/m/17362024.jpg', 'https://img03.platesmania.com/210820/inf/173620249408ca.png']",01 Z 111 BB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3258,"['https://img03.platesmania.com/210820/m/17362008.jpg', 'https://img03.platesmania.com/210820/inf/17362008047a49.png']",75 Q 111 LA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Uzbekistan  Tashkent ']"
3259,"['https://img03.platesmania.com/210820/m/17361991.jpg', 'https://img03.platesmania.com/210820/inf/17361991bc4db8.png']",01 K 111 HA,Tesla Model 3,['Uzbekistan  Tashkent ']
3260,"['https://img03.platesmania.com/210820/m/17361976.jpg', 'https://img03.platesmania.com/210820/inf/17361976402775.png']",01 S 111 LA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3261,"['https://img03.platesmania.com/210820/m/17361959.jpg', 'https://img03.platesmania.com/210820/inf/17361959181664.png']",60 D 111 RA,Chevrolet Equinox,"['3rd gen (D2XX), 2017–2021', 'Uzbekistan  Tashkent ']"
3262,"['https://img03.platesmania.com/210820/m/17361930.jpg', 'https://img03.platesmania.com/210820/inf/173619306753e2.png']",85 O 111 GA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3263,"['https://img03.platesmania.com/210820/m/17361914.jpg', 'https://img03.platesmania.com/210820/inf/17361914195247.png']",01 M 111 MA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3264,"['https://img03.platesmania.com/210820/m/17361891.jpg', 'https://img03.platesmania.com/210820/inf/17361891697b10.png']",01 Q 111 OA,Toyota C-HR,['Uzbekistan  Tashkent ']
3265,"['https://img03.platesmania.com/210820/m/17361868.jpg', 'https://img03.platesmania.com/210820/inf/1736186898b65e.png']",70 U 111 AA,Bestune (Besturn) T77,['Uzbekistan  Tashkent ']
3266,"['https://img03.platesmania.com/210820/m/17361846.jpg', 'https://img03.platesmania.com/210820/inf/17361846911739.png']",10 R 111 AA,Hyundai Tucson,"['3rd gen (TL), 2015–2020', 'Uzbekistan  Tashkent ']"
3267,"['https://img03.platesmania.com/210820/m/17361825.jpg', 'https://img03.platesmania.com/210820/inf/17361825d22bef.png']",10 Y 111 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3268,"['https://img03.platesmania.com/210820/m/17361807.jpg', 'https://img03.platesmania.com/210820/inf/17361807726778.png']",01 G 111 AA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3269,"['https://img03.platesmania.com/210820/m/17361783.jpg', 'https://img03.platesmania.com/210820/inf/1736178383f566.png']",01 E 111 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3270,"['https://img03.platesmania.com/210817/m/17340840.jpg', 'https://img03.platesmania.com/210817/inf/1734084002f67d.png']",01 U 700 BB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3271,"['https://img03.platesmania.com/210817/m/17340791.jpg', 'https://img03.platesmania.com/210817/inf/173407916cbbdd.png']",01 F 600 EA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3272,"['https://img03.platesmania.com/210817/m/17340779.jpg', 'https://img03.platesmania.com/210817/inf/173407791b3202.png']",01 O 400 JB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3273,"['https://img03.platesmania.com/210817/m/17340760.jpg', 'https://img03.platesmania.com/210817/inf/1734076019efe4.png']",01 K 400 BB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3274,"['https://img03.platesmania.com/210817/m/17340687.jpg', 'https://img03.platesmania.com/210817/inf/1734068781da50.png']",10 W 006 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3275,"['https://img03.platesmania.com/210817/m/17340665.jpg', 'https://img03.platesmania.com/210817/inf/1734066526578f.png']",01 R 005 AB,Isuzu D-Max,['Uzbekistan  Samarqand']
3276,"['https://img03.platesmania.com/210817/m/17340631.jpg', 'https://img03.platesmania.com/210817/inf/173406316d754b.png']",01 J 003 JB,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3277,"['https://img03.platesmania.com/210817/m/17340610.jpg', 'https://img03.platesmania.com/210817/inf/17340610316e20.png']",01 P 001 CA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3278,"['https://img03.platesmania.com/210817/m/17340597.jpg', 'https://img03.platesmania.com/210817/inf/173405976746d2.png']",01 P 001 CA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3279,"['https://img03.platesmania.com/210817/m/17340544.jpg', 'https://img03.platesmania.com/210817/inf/173405445c4634.png']",90 O 808 LA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3280,"['https://img03.platesmania.com/210817/m/17340504.jpg', 'https://img03.platesmania.com/210817/inf/17340504030a66.png']",01 B 588 NB,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Uzbekistan  Tashkent ']"
3281,"['https://img03.platesmania.com/210817/m/17339232.jpg', 'https://img03.platesmania.com/210817/inf/1733923213f9d2.png']",01 B 433 BB,Chevrolet Matiz,"['1st gen (M150), facelift, 2004\xad–2005 (\xad–2015 for UZ-market)', 'Uzbekistan  Tashkent ']"
3282,"['https://img03.platesmania.com/210817/m/17339205.jpg', 'https://img03.platesmania.com/210817/inf/173392054476ed.png']",01 B 338 BB,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Uzbekistan  Tashkent ']"
3283,"['https://img03.platesmania.com/210814/m/17318389.jpg', 'https://img03.platesmania.com/210814/inf/173183890f742e.png']",60 T 900 OA, ,['Uzbekistan  Tashkent ']
3284,"['https://img03.platesmania.com/210814/m/17318283.jpg', 'https://img03.platesmania.com/210814/inf/173182834dede7.png']",80 S 800 NA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3285,"['https://img03.platesmania.com/210814/m/17318195.jpg', 'https://img03.platesmania.com/210814/inf/17318195135b3e.png']",70 F 700 AA,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Uzbekistan  Tashkent ']"
3286,"['https://img03.platesmania.com/210814/m/17318151.jpg', 'https://img03.platesmania.com/210814/inf/173181517637fc.png']",01 S 700 BA,Audi A6,['Uzbekistan  Tashkent ']
3287,"['https://img03.platesmania.com/210814/m/17318128.jpg', 'https://img03.platesmania.com/210814/inf/17318128b6fdf6.png']",01 S 600 JA,Mercedes-Benz S-Klasse,"['5th gen Sedan (V140/W140), 1991–1998', 'Uzbekistan  Tashkent ']"
3288,"['https://img03.platesmania.com/210814/m/17318108.jpg', 'https://img03.platesmania.com/210814/inf/1731810892de3b.png']",10 X 600 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3289,"['https://img03.platesmania.com/210813/m/17311800.jpg', 'https://img03.platesmania.com/210813/inf/17311800d5f12a.png']",10 A 500 RA,Mercedes-Benz G-Klasse,['Uzbekistan  Tashkent ']
3290,"['https://img03.platesmania.com/210813/m/17311783.jpg', 'https://img03.platesmania.com/210813/inf/17311783de981d.png']",01 J 500 CA,BMW X6,"['3rd gen (G06), 2019–', 'Uzbekistan  Tashkent ']"
3291,"['https://img03.platesmania.com/210813/m/17311723.jpg', 'https://img03.platesmania.com/210813/inf/17311723f0a88c.png']",01 L 500 FA,Mercedes-Benz S-Klasse,"['8th gen Sedan (V222/W222), 2013–2020', 'Uzbekistan  Tashkent ']"
3292,"['https://img03.platesmania.com/210813/m/17311702.jpg', 'https://img03.platesmania.com/210813/inf/173117028bf64d.png']",01 S 500 SA,Lexus ES,"['7th gen (XZ10), 2018–', 'Uzbekistan  Tashkent ']"
3293,"['https://img03.platesmania.com/210813/m/17311668.jpg', 'https://img03.platesmania.com/210813/inf/1731166836d062.png']",01 N 500 FA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3294,"['https://img03.platesmania.com/210813/m/17311645.jpg', 'https://img03.platesmania.com/210813/inf/17311645822c8d.png']",40 A 400 SA,Mercedes-Benz Sprinter,['Uzbekistan  Tashkent ']
3295,"['https://img03.platesmania.com/210813/m/17311583.jpg', 'https://img03.platesmania.com/210813/inf/1731158390fd23.png']",01 G 400 AA,Land Rover Range Rover Velar,['Uzbekistan  Tashkent ']
3296,"['https://img03.platesmania.com/210813/m/17311562.jpg', 'https://img03.platesmania.com/210813/inf/17311562766499.png']",70 F 400 AA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Uzbekistan  Tashkent ']"
3297,"['https://img03.platesmania.com/210813/m/17311523.jpg', 'https://img03.platesmania.com/210813/inf/17311523537f0d.png']",01 A 300 EA,Mercedes-Benz GLC-Klasse,"['1st gen Coupé (C253), facelift, 2019–', 'Uzbekistan  Tashkent ']"
3298,"['https://img03.platesmania.com/210813/m/17311481.jpg', 'https://img03.platesmania.com/210813/inf/17311481d1b30f.png']",01 Y 300 AA,Mercedes-Benz GLC-Klasse,"['1st gen Coupé (C253), facelift, 2019–', 'Uzbekistan  Tashkent ']"
3299,"['https://img03.platesmania.com/210813/m/17311446.jpg', 'https://img03.platesmania.com/210813/inf/17311446d7e428.png']",80 Z 300 AA,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Uzbekistan  Tashkent ']"
3300,"['https://img03.platesmania.com/210813/m/17311421.jpg', 'https://img03.platesmania.com/210813/inf/1731142197629e.png']",30 T 300 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3301,"['https://img03.platesmania.com/210813/m/17311399.jpg', 'https://img03.platesmania.com/210813/inf/173113999c310b.png']",30 U 300 QA, ,['Uzbekistan  Tashkent ']
3302,"['https://img03.platesmania.com/210812/m/17305713.jpg', 'https://img03.platesmania.com/210812/inf/1730571371e092.png']",30 E 200 SA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3303,"['https://img03.platesmania.com/210812/m/17305697.jpg', 'https://img03.platesmania.com/210812/inf/173056979f54f7.png']",90 E 200 LA,Lada (VAZ) XRAY,"['Cross (GAB), 2018\xad–', 'Uzbekistan  Tashkent ']"
3304,"['https://img03.platesmania.com/210812/m/17305674.jpg', 'https://img03.platesmania.com/210812/inf/17305674c55785.png']",01 H 200 GA,Toyota Land Cruiser,"['200 (J200), 2nd facelift, 2015–2021', 'Uzbekistan  Tashkent ']"
3305,"['https://img03.platesmania.com/210812/m/17305657.jpg', 'https://img03.platesmania.com/210812/inf/173056579f70b7.png']",10 E 100 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3306,"['https://img03.platesmania.com/210812/m/17305621.jpg', 'https://img03.platesmania.com/210812/inf/17305621b590bc.png']",01 U 009 BA,Foton ,['Uzbekistan  Tashkent ']
3307,"['https://img03.platesmania.com/210812/m/17305605.jpg', 'https://img03.platesmania.com/210812/inf/173056056eae55.png']",01 U 009 AA,Mercedes-Benz Sprinter,"['2nd gen (W906), 2006–2013', 'Uzbekistan  Tashkent ']"
3308,"['https://img03.platesmania.com/210812/m/17305587.jpg', 'https://img03.platesmania.com/210812/inf/173055877fabf0.png']",01 O 009 OA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3309,"['https://img03.platesmania.com/210812/m/17305560.jpg', 'https://img03.platesmania.com/210812/inf/1730556058bf9f.png']",01 M 007 BB,BMW M5,"['6th gen (F90), 2017–2021', 'Uzbekistan  Tashkent ']"
3310,"['https://img03.platesmania.com/210812/m/17305516.jpg', 'https://img03.platesmania.com/210812/inf/173055163afb6a.png']",01 F 007 QA,Porsche Panamera,"['1st gen (970), 2009–2013', 'Uzbekistan  Tashkent ']"
3311,"['https://img03.platesmania.com/210812/m/17305483.jpg', 'https://img03.platesmania.com/210812/inf/173054837e3050.png']",10 Z 007 PA,Audi A4,['Uzbekistan  Tashkent region ']
3312,"['https://img03.platesmania.com/210812/m/17305458.jpg', 'https://img03.platesmania.com/210812/inf/17305458388ae2.png']",01 X 007 KA,BMW X7,"['1st gen (G07), 2019–2022', 'Uzbekistan  Tashkent ']"
3313,"['https://img03.platesmania.com/210812/m/17305428.jpg', 'https://img03.platesmania.com/210812/inf/1730542854a6d9.png']",01 B 007 AA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3314,"['https://img03.platesmania.com/210812/m/17305386.jpg', 'https://img03.platesmania.com/210812/inf/173053862a8b0e.png']",10 W 007 BA,Lada (VAZ) 2107,['Uzbekistan  Tashkent region ']
3315,"['https://img03.platesmania.com/210812/m/17305358.jpg', 'https://img03.platesmania.com/210812/inf/1730535818fb0b.png']",70 W 007 RA,Chevrolet Tracker,"['4th gen, 2019-present', 'Uzbekistan  Tashkent ']"
3316,"['https://img03.platesmania.com/210812/m/17305325.jpg', 'https://img03.platesmania.com/210812/inf/173053251dfb05.png']",10 O 007 PA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3317,"['https://img03.platesmania.com/210812/m/17303371.jpg', 'https://img03.platesmania.com/210812/inf/17303371451770.png']",01 X 005 RA,BMW X5,"['4th gen (G05), 2018–', 'Uzbekistan  Tashkent ']"
3318,"['https://img03.platesmania.com/210812/m/17303349.jpg', 'https://img03.platesmania.com/210812/inf/173033491e34f8.png']",01 H 005 GB,Mercedes-Benz GLC-Klasse,"['1st gen (X253), 2015–2019', 'Uzbekistan  Tashkent region ']"
3319,"['https://img03.platesmania.com/210812/m/17303336.jpg', 'https://img03.platesmania.com/210812/inf/17303336ff0126.png']",01 N 004 FA,Hyundai Tucson,"['3rd gen (TL), 2015–2020', 'Uzbekistan  Tashkent ']"
3320,"['https://img03.platesmania.com/210812/m/17303310.jpg', 'https://img03.platesmania.com/210812/inf/1730331016d090.png']",01 M 003 AA,BMW M3,"['5th gen (F80), 2014–2019', 'Uzbekistan  Tashkent ']"
3321,"['https://img03.platesmania.com/210812/m/17303287.jpg', 'https://img03.platesmania.com/210812/inf/1730328793e1ed.png']",30 Q 003 QA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3322,"['https://img03.platesmania.com/210812/m/17303224.jpg', 'https://img03.platesmania.com/210812/inf/17303224ca795a.png']",01 G 002 QA,Mercedes-Benz E-Klasse,"['4th gen Sedan (W212), facelift, 2013\xad–2016', 'Uzbekistan  Tashkent ']"
3323,"['https://img03.platesmania.com/210812/m/17303192.jpg', 'https://img03.platesmania.com/210812/inf/17303192f15d61.png']",01 P 002 BB,Toyota Land Cruiser Prado,['Uzbekistan  Tashkent ']
3324,"['https://img03.platesmania.com/210812/m/17302860.jpg', 'https://img03.platesmania.com/210812/inf/173028605ab85f.png']",25 O 002 FA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3325,"['https://img03.platesmania.com/210812/m/17302742.jpg', 'https://img03.platesmania.com/210812/inf/1730274203ce11.png']",10 O 001 AA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3326,"['https://img03.platesmania.com/210812/m/17302731.jpg', 'https://img03.platesmania.com/210812/inf/173027314cc659.png']",01 O 001 CB,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3327,"['https://img03.platesmania.com/210812/m/17302461.jpg', 'https://img03.platesmania.com/210812/inf/17302461b02eec.png']",10 T 373 TA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Uzbekistan  Tashkent region ']"
3328,"['https://img03.platesmania.com/210812/m/17302447.jpg', 'https://img03.platesmania.com/210812/inf/1730244706a341.png']",10 U 018 GA,PAZ 3742,['Uzbekistan  Tashkent region ']
3329,"['https://img03.platesmania.com/210812/m/17302302.jpg', 'https://img03.platesmania.com/210812/inf/17302302ba75b2.png']",01 A 027 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3330,"['https://img03.platesmania.com/210812/m/17302219.jpg', 'https://img03.platesmania.com/210812/inf/17302219e327cd.png']",10 A 721 AA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Uzbekistan  Tashkent region ']"
3331,"['https://img03.platesmania.com/210812/m/17302216.jpg', 'https://img03.platesmania.com/210812/inf/173022163be1e1.png']",10 A 224 AA,Daewoo Matiz,['Uzbekistan  Tashkent ']
3332,"['https://img03.platesmania.com/210806/m/17258859.jpg', 'https://img03.platesmania.com/210806/inf/172588591d9570.png']",01 A 252 AA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3333,"['https://img03.platesmania.com/210806/m/17258835.jpg', 'https://img03.platesmania.com/210806/inf/17258835a0e10d.png']",01 B 362 BB,Chevrolet Damas,['Uzbekistan  Tashkent ']
